Title,Magazine[Language],Magazine[Origin],Magazine[Start date],Magazine[End date],Magazine[Systems],Magazine[Issues],Magazine[Source]
Spectrum Expert,Russian,Russia,31.10.1997,31.03.1998,ZX Spectrum,"Spectrum Expert #01, Spectrum Expert #02",
Spectrum Issue,,,01.12.1990,01.03.1991,MS-DOS,"Spectrum Issue #2, Spectrum Issue #3, Spectrum Issue #4, Spectrum Issue #5",
Spectrum Land,Russian,Russia,31.10.1996,31.10.1996,ZX Spectrum,Spectrum Land #02,
Spectrum Magazine,,,,,ZX Spectrum,,
Spectrum News,Russian,Russia,28.02.1993,28.02.1993,ZX Spectrum,Spectrum News #01,
Spectrum Progress,Russian,Russia,30.09.1996,01.04.1998,ZX Spectrum,"Spectrum Progress #01, Spectrum Progress #02, Spectrum Progress #03",
Spectrumania,Russian,Russia,,,ZX Spectrum,Spectrumania #01,
Speed,,,01.05.2005,01.05.2005,AMIGA AGA,Speed 64,
speed,,,01.09.2001,01.04.2004,AMIGA AGA,"speed 62, speed 63",
Speed Demons Review,,,06.07.1997,06.07.1997,MS-DOS,Speed Demons Review,
Speed Haste Review,,,04.05.1996,04.05.1996,MS-DOS,Speed Haste Review,
Spetznas,,,19.07.1993,18.01.1994,MS-DOS,"Spetznas 01, Spetznas 04, Spetznas 05, Spetznas 06",
Spidy,,,18.01.1994,18.01.1994,AMIGA OCS/ECS,Spidy 5,
Spirit of Past,English,,,,Commodore 64,"Spirit of Past #1 (19xx)( ), Spirit of Past #2 (19xx)( ), Spirit of Past #3 (19xx)( ), Spirit of Past #4 (19xx)( )",
Spirou Review,,,09.04.1997,09.04.1997,MS-DOS,Spirou Review,
Spitball Dox,,,18.09.1993,18.09.1993,MS-DOS,Spitball Dox,
Spite,Russian,Belarus,10.09.1997,08.11.1997,ZX Spectrum,"Spite #01, Spite #02, Spite #03",
Splash,English,,01.01.1992,01.07.1996,"Commodore 64, MS-DOS, MS-Dos/gus","Splash #10, Splash #11, Splash #12, Splash #13, Splash #14, Splash #15, Splash #16, Splash #17, Splash #18, Splash #19, Splash #9, Splash 1, Splash 2, Splash 3, Splash 4",
Splash1993 Accuracy Side A,English,,,,Commodore 64,Splash 15 1993 Accuracy Side A,
Spotlight,English,,01.01.1991,01.11.1991,Commodore 64,"Spotlight #01, Spotlight #02, Spotlight #03",
Spotlight19xx X Ray,English,,,,Commodore 64,Spotlight 2 19xx X Ray,
Squeezils Review,,,04.03.1997,04.03.1997,MS-DOS,Squeezils Review,
ST Beermat Issue One,,,24.07.1994,24.07.1994,ATARI ST/E,ST Beermat Issue One,
ST Contact Issue,,,24.07.1994,24.07.1994,ATARI ST/E,"ST Contact Issue 1, ST Contact Issue 11, ST Contact Issue 12, ST Contact Issue 2, ST Contact Issue 3, ST Contact Issue 4, ST Contact Issue 5, ST Contact Issue 7",
ST Digital Ausgabe,,,24.07.1994,24.07.1994,ATARI ST/E,"ST Digital Ausgabe 1, ST Digital Ausgabe 2, ST Digital Ausgabe 3, ST Digital Ausgabe 4, ST Digital Ausgabe 5, ST Digital Ausgabe 6, ST Digital Ausgabe 7, ST Digital Ausgabe 8",
ST Erotica,,,01.10.1991,24.07.1994,"ATARI ST/E, Atari ST","ST Erotica, ST Erotica 2",
ST Highway Issue,,,24.07.1994,01.01.1997,ATARI ST/E,"ST Highway Issue 1, ST Highway Issue 2, ST Highway Issue 3, ST Highway Issue 4, ST Highway Issue 5, ST Highway Issue 6, ST Highway Issue 7, ST Highway Issue 8",
ST News - Volume 1 Compendium,,,18.01.1987,18.01.1987,ATARI ST/E,ST News - Volume 1 Compendium,
ST News - Volume 1 Issue,,,26.07.1986,15.11.1986,ATARI ST/E,"ST News - Volume 1 Issue 1, ST News - Volume 1 Issue 2, ST News - Volume 1 Issue 3, ST News - Volume 1 Issue 4, ST News - Volume 1 Issue 5, ST News - Volume 1 Issue 6",
ST News - Volume 10 Issue,,,17.06.1995,25.11.1995,ATARI ST/E,"ST News - Volume 10 Issue 1, ST News - Volume 10 Issue 2",
ST News - Volume 11 Issue 1&2,,,26.07.1996,26.07.1996,ATARI ST/E,ST News - Volume 11 Issue 1&2,
ST News - Volume 2 Compendium,,,23.01.1988,23.01.1988,ATARI ST/E,ST News - Volume 2 Compendium,
ST News - Volume 2 Issue,,,03.01.1987,19.12.1987,ATARI ST/E,"ST News - Volume 2 Issue 1, ST News - Volume 2 Issue 2, ST News - Volume 2 Issue 3, ST News - Volume 2 Issue 4, ST News - Volume 2 Issue 5, ST News - Volume 2 Issue 6, ST News - Volume 2 Issue 7, ST News - Volume 2 Issue 8",
ST News - Volume 3 Compendium,,,31.12.1988,31.12.1988,ATARI ST/E,ST News - Volume 3 Compendium,
ST News - Volume 3 Issue,,,16.02.1988,24.12.1988,ATARI ST/E,"ST News - Volume 3 Issue 1, ST News - Volume 3 Issue 2, ST News - Volume 3 Issue 3, ST News - Volume 3 Issue 4, ST News - Volume 3 Issue 5, ST News - Volume 3 Issue 6, ST News - Volume 3 Issue 7",
ST News - Volume 4 Issue,,,18.02.1989,12.08.1989,ATARI ST/E,"ST News - Volume 4 Issue 1, ST News - Volume 4 Issue 2, ST News - Volume 4 Issue 3, ST News - Volume 4 Issue 4",
ST News - Volume 5 Issue,,,11.02.1990,24.11.1990,ATARI ST/E,"ST News - Volume 5 Issue 1, ST News - Volume 5 Issue 2",
ST News - Volume 6 Issue,,,20.04.1991,18.08.1991,ATARI ST/E,"ST News - Volume 6 Issue 1, ST News - Volume 6 Issue 2",
ST News - Volume 7 Issue,,,11.01.1992,15.11.1992,ATARI ST/E,"ST News - Volume 7 Issue 1, ST News - Volume 7 Issue 2, ST News - Volume 7 Issue 3",
ST News - Volume 8 Issue,,,15.05.1993,23.10.1993,ATARI ST/E,"ST News - Volume 8 Issue 1, ST News - Volume 8 Issue 2",
ST News - Volume 9 Issue,,,11.03.1994,17.12.1994,ATARI ST/E,"ST News - Volume 9 Issue 1, ST News - Volume 9 Issue 2, ST News - Volume 9 Issue 3",
ST News – Final Compendium,,,11.03.1990,11.03.1990,ATARI ST/E,ST News – Final Compendium,
ST Plug Issue,,,26.07.1996,26.07.1996,ATARI ST/E,"ST Plug Issue 12, ST Plug Issue 13, ST Plug Issue 14, ST Plug Issue 15",
ST Plus Issue,,,07.01.1996,31.05.1997,ATARI ST/E,"ST Plus Issue 1, ST Plus Issue 10, ST Plus Issue 11, ST Plus Issue 12, ST Plus Issue 13, ST Plus Issue 14, ST Plus Issue 15, ST Plus Issue 16, ST Plus Issue 17, ST Plus Issue 18, ST Plus Issue 19, ST Plus Issue 2, ST Plus Issue 20, ST Plus Issue 21, ST Plus Issue 22, ST Plus Issue 23, ST Plus Issue 24, ST Plus Issue 3, ST Plus Issue 4, ST Plus Issue 5, ST Plus Issue 6, ST Plus Issue 7, ST Plus Issue 8, ST Plus Issue 9",
ST World Issue,,,01.01.1995,11.06.1996,ATARI ST/E,"ST World Issue 1, ST World Issue 2, ST World Issue 3, ST World Issue 4, ST World Issue 5",
ST-Info 1 – Game Solutions,,,01.01.1997,01.01.1997,ATARI ST/E,ST-Info 1 – Game Solutions,
ST-Info Issue,,,01.01.1997,01.01.1997,ATARI ST/E,ST-Info Issue 3,
ST-Press Ausgabe,,,16.10.1989,05.11.1990,ATARI ST/E,"ST-Press Ausgabe 1, ST-Press Ausgabe 2, ST-Press Ausgabe 3, ST-Press Ausgabe 4, ST-Press Ausgabe 5, ST-Press Ausgabe 6, ST-Press Ausgabe 7",
Stabloid Preview,,,11.06.1996,11.06.1996,"ATARI ST/E, Atari ST",Stabloid Preview,
StaidSoft magazine,,,23.12.1999,28.12.2002,MS-DOS,"StaidSoft magazine #1, StaidSoft magazine #2",
STampede,,,01.05.1990,01.11.1990,Atari ST,"STampede Issue 1, STampede Issue 2, STampede Issue 3, STampede Issue 4, STampede Issue 5, STampede Issue 6, STampede Issue 7",
Stampede Issue,,,11.06.1996,11.06.1996,ATARI ST/E,"Stampede Issue 1, Stampede Issue 2, Stampede Issue 3, Stampede Issue 4, Stampede Issue 5, Stampede Issue 6, Stampede Issue 7",
Star,Russian,Russia,30.08.1996,12.10.1996,ZX Spectrum,"Star #01, Star #02",
Star Quest I Review,,,27.02.1996,27.02.1996,MS-DOS,Star Quest I Review,
Star Trek Generations Review,,,01.06.1997,01.06.1997,MS-DOS,Star Trek Generations Review,
Star Trek: Judgement Rites Review,,,18.12.1993,18.12.1993,MS-DOS,Star Trek: Judgement Rites Review,
Star Trek: Starfleet Academy Review,,,12.09.1997,12.09.1997,MS-DOS,Star Trek: Starfleet Academy Review,
Star Wars: X-Wing VS. Tie Fighter Review,,,28.04.1997,28.04.1997,MS-DOS,Star Wars: X-Wing VS. Tie Fighter Review,
Stargunner Review,,,14.03.1997,14.03.1997,MS-DOS,Stargunner Review,
Starlight,English,,,,Commodore 64,"Starlight #01 (19xx)(Starlight staff)(de)(Side A), Starlight #01 (19xx)(Starlight staff)(de)(Side B), Starlight #02 (19xx)(Starlight staff)(de)(Side A), Starlight #02 (19xx)(Starlight staff)(de)(Side B), Starlight #03 (19xx)(Starlight staff)(de)(Side A), Starlight #03 (19xx)(Starlight staff)(de)(Side B), Starlight #06 (19xx)(Starlight staff)(de)(Side A), Starlight #06 (19xx)(Starlight staff)(de)(Side B), Starlight #08 (19xx)(Starlight staff)(de)(Side A), Starlight #08 (19xx)(Starlight staff)(de)(Side B), Starlight #10 (19xx)(Starlight staff)(de)(Side A), Starlight #10 (19xx)(Starlight staff)(de)(Side B)",
Starmag,,,14.03.1997,14.03.1997,AMIGA OCS/ECS,"Starmag 1, Starmag 2",
Stars Commodore,English,,,,Commodore 64,"Stars Commodore # Revision 64 (19xx)( )(es), Stars Commodore # Tratador de Textos (19xx)( )(es)",
STARSOFT Magazine 1/1992,,,01.01.1992,01.01.1993,ATARI 8 BIT,"STARSOFT Magazine 1/1992, STARSOFT Magazine 2/1992, STARSOFT Magazine 2/1993, STARSOFT Magazine 3/1992",
Static,English,,01.01.1991,01.01.1991,Commodore 64,"Static #003, Static #1, Static #2",
Stek Magazyn Nr,,,01.01.1992,01.01.1992,ATARI ST/E,Stek Magazyn Nr 01,
Stellar Catalogue,,,01.01.1992,01.01.1992,ATARI ST/E,Stellar Catalogue,
Stellar Diskzine,,,01.01.1992,01.01.1992,ATARI ST/E,"Stellar Diskzine Issue 01, Stellar Diskzine Issue 02, Stellar Diskzine Issue 03, Stellar Diskzine Issue 04, Stellar Diskzine Issue 05, Stellar Diskzine Issue 06, Stellar Diskzine Issue 07, Stellar Diskzine Issue 08, Stellar Diskzine Issue 09, Stellar Diskzine Issue 10, Stellar Diskzine Issue 11, Stellar Diskzine Issue 12, Stellar Diskzine Issue 13, Stellar Diskzine Issue 14, Stellar Diskzine Issue 15, Stellar Diskzine Issue 16",
STEN,,,01.01.1992,01.01.1992,ATARI ST/E,"STEN #01, STEN #02, STEN #03, STEN #04, STEN #05, STEN #06, STEN #07, STEN #08, STEN #09, STEN #10, STEN #11, STEN #12, STEN #13, STEN #14, STEN #15",
STEstosterone Issue,,,01.01.1992,01.12.1995,ATARI ST/E,"STEstosterone Issue 1, STEstosterone Issue 2, STEstosterone Issue 3, STEstosterone Issue 4",
Stink Magazine,,,24.09.1990,24.09.1990,ATARI ST/E,Stink Magazine 1,
Stolen Data,,,01.11.1989,01.12.1992,AMIGA OCS/ECS,"Stolen Data 02 Charts, Stolen Data 08 Charts
, Stolen Data 1, Stolen Data 10, Stolen Data 2, Stolen Data 3, Stolen Data 4, Stolen Data 5, Stolen Data 6, Stolen Data 7, Stolen Data 8, Stolen Data 9",
STOS Bits Disc,,,04.04.1992,04.04.1992,ATARI ST/E,"STOS Bits Disc V1.0, STOS Bits Disc V2.0",
STOS Friend Chip Disk,,,04.04.1992,04.04.1992,ATARI ST/E,"STOS Friend Chip Disk 1, STOS Friend Chip Disk 2, STOS Friend Chip Disk 3, STOS Friend Chip Disk 4",
STOS User Club Diskette,,,04.04.1992,04.04.1992,ATARI ST/E,STOS User Club Diskette 4,
Stosser,,,04.04.1992,04.04.1992,ATARI ST/E,"Stosser Issue 01, Stosser Issue 02, Stosser Issue 03, Stosser Issue 04, Stosser Issue 05, Stosser Issue 06, Stosser Issue 07, Stosser Issue 08, Stosser Issue 09, Stosser Issue 10, Stosser Issue 11, Stosser Issue 12, Stosser Issue 13, Stosser Issue 14, Stosser Issue 15, Stosser Issue 16, Stosser Issue 17, Stosser Issue 18, Stosser Issue 19, Stosser Issue 20, Stosser Issue 21, Stosser Issue 22, Stosser Issue 23, Stosser Issue 24, Stosser Issue 25, Stosser Issue 26, Stosser Issue 27, Stosser Issue 28, Stosser Issue 29",
Straight Up,,,04.04.1992,04.04.1992,ATARI ST/E,"Straight Up 05/92, Straight Up 06/92, Straight Up 07/92, Straight Up 08/92, Straight Up 09/92, Straight Up 10/92",
Strata Czasu,,,10.10.1995,10.10.1995,AMIGA OCS/ECS,Strata Czasu 1,
Stratajams Review,,,23.06.1997,23.06.1997,MS-DOS,Stratajams Review,
StraTOS Numero,,,18.03.1997,09.04.1998,ATARI FALCON,"StraTOS Numero 1, StraTOS Numero 2, StraTOS Numero 3, StraTOS Numero 4",
Street Fighter 2 PC Review,,,15.09.1993,15.09.1993,MS-DOS,Street Fighter 2 PC Review,
Strefa Mroku,,,15.09.1993,01.08.1998,"AMIGA OCS/ECS, AMIGA AGA","Strefa Mroku 1, Strefa Mroku 2, Strefa Mroku 3, Strefa Mroku 4",
Strictly Hip-Hop,,,01.01.1990,01.01.1990,Commodore 64,Strictly Hip-Hop #002,
Strike Files,English,,01.01.1993,01.01.1994,Commodore 64,"Strike Files #04, Strike Files #05",
Studio,English,,,,Commodore 64,"Studio, The (19xx)( )",
Stump,Russian,Russia,06.05.1997,06.10.1997,ZX Spectrum,"Stump #01, Stump #02, Stump #03, Stump #04",
STUNN Issue,,,15.09.1993,15.09.1993,ATARI ST/E,"STUNN Issue 01, STUNN Issue 02, STUNN Issue 03, STUNN Issue 04, STUNN Issue 05, STUNN Issue 06, STUNN Issue 07, STUNN Issue 08, STUNN Issue 09, STUNN Issue 10, STUNN Issue 11, STUNN Issue 12, STUNN Issue 13, STUNN Issue 14, STUNN Issue 15",
Style,English,,01.01.1990,15.09.1993,Commodore 64,"Style #00 (19xx)(Cobra), Style #01, Style #02, Style #03, Style #05, Style #06, Style #07, Style #08, Style #09",
Sub-Kult,,,15.09.1993,01.12.1996,"MS-DOS, WINDOWS, MS-Dos/gus","Sub-Kult 1, Sub-Kult 2, Sub-Kult 3, Sub-Kult 4, Sub-Kult 5, Sub-Kult 6",
Subkult,,,01.08.1996,01.05.1997,"MS-Dos/gus, MS-DOS","Subkult #3, Subkult #4, Subkult #5",
subkult,,,01.05.2000,01.05.2000,WINDOWS,subkult 6,
Subliminal Extacy,English,Britain,01.01.1994,14.03.2021,ZX Spectrum,"Subliminal Extacy #0, Subliminal Extacy #1, Subliminal Extacy #2, Subliminal Extacy #3, Subliminal Extacy 4",
Suicid,,,11.07.1992,11.04.1993,AMIGA OCS/ECS,"Suicid 1, Suicid 2, Suicid 3, Suicid 4, Suicid 5, Suicid 6",
Suicide,,,01.07.1992,01.07.1992,AMIGA OCS/ECS,Suicide #1,
Sun Note,English,,01.01.1992,01.01.1992,Commodore 64,Sun Note #01,
Sun'n'Fun II Party Report,,,20.09.1992,20.09.1992,AMIGA OCS/ECS,Sun'n'Fun II Party Report,
Sunga Bunga,English,,01.01.1993,01.01.1994,Commodore 64,"Sunga Bunga #17.5, Sunga Bunga #18.5, Sunga Bunga #19, Sunga Bunga #20",
Sunga Bunga 19xx Sunga,English,,,,Commodore 64,Sunga Bunga 17.5 19xx Sunga,
Sunray,,,01.12.1999,01.12.1999,WINDOWS,Sunray 99,
Sunray 1999 Solstice 22nd December Edition,,,22.12.1999,22.12.1999,WINDOWS,Sunray 1999 Solstice 22nd December Edition,
Suomen Lista,,,01.01.1992,01.02.1994,AMIGA OCS/ECS,"Suomen Lista 1, Suomen Lista 2, Suomen Lista 3, Suomen Lista 4",
Super Bubsy Review,,,08.06.1997,08.06.1997,MS-DOS,Super Bubsy Review,
Super Chart II,,,01.01.1991,01.01.1991,AMIGA OCS/ECS,Super Chart II,
Super Dimensions 15 [german],,,,,Commodore 64,Super Dimensions 15 [german],
Super Street Fighter 2 Turbo Review,,,05.07.1995,05.07.1995,MS-DOS,Super Street Fighter 2 Turbo Review,
Superhero League Of Hoboken Review,,,06.08.1994,06.08.1994,MS-DOS,Superhero League Of Hoboken Review,
Superhero League Of Hoboken Walkthrough,,,22.07.1994,22.07.1994,MS-DOS,Superhero League Of Hoboken Walkthrough,
Surf Ninjas Review,,,07.10.1993,07.10.1993,MS-DOS,Surf Ninjas Review,
Surprise Pack,,,01.12.1996,01.12.1996,AMIGA OCS/ECS,Surprise Pack 0,
Surreal Electronique,,,01.12.1996,01.12.1996,MS-DOS,Surreal Electronique 1,
Survivor,English,,,,Commodore 64,"Survivor 64 #1 (19xx)( ), Survivor 64 #2 (19xx)( )",
Svensk Toppen,,,05.10.1992,14.04.1993,AMIGA OCS/ECS,"Svensk Toppen 1, Svensk Toppen 2, Svensk Toppen 3, Svensk Toppen 4, Svensk Toppen 5, Svensk Toppen 6",
Svenska Narkotikapolisföreningens C64 Tidning,,,14.04.1993,01.02.2011,Commodore 64,Svenska Narkotikapolisföreningens C64 Tidning 2,
Svenska Narkotikapolisföreningens c64 Tidning,,,14.04.1993,01.02.2011,Commodore 64,"Svenska Narkotikapolisföreningens c64 Tidning #1, Svenska Narkotikapolisföreningens c64 Tidning #3",
Sverige Toppen,,,02.02.1994,05.06.1995,"AMIGA OCS/ECS, AMIGA AGA","Sverige Toppen 10, Sverige Toppen 11, Sverige Toppen 13, Sverige Toppen 14, Sverige Toppen 2, Sverige Toppen 5, Sverige Toppen 6, Sverige Toppen 7",
Sverige Toppen - Almost Finished,,,05.06.1995,05.06.1995,AMIGA OCS/ECS,Sverige Toppen - Almost Finished,
Sverigetoppen,,,01.06.1994,05.06.1995,"AMIGA OCS/ECS, AMIGA AGA","Sverigetoppen 1, Sverigetoppen 12, Sverigetoppen 8",
Swap & Dance Charts,,,01.10.1993,07.12.1994,AMIGA OCS/ECS,"Swap & Dance Charts 1, Swap & Dance Charts 2, Swap & Dance Charts 3, Swap & Dance Charts 4, Swap & Dance Charts 5",
Swap Time,English,,01.01.1993,07.12.1994,Commodore 64,"Swap Time #01 02 (1993)(Agony Fatum), Swap Time #1, Swap Time #2, Swap Time #3",
Swap'n'Crap,English,,01.01.1990,01.01.1990,Commodore 64,Swap'n'Crap #1,
Swedish Top,,,01.03.1992,10.06.1992,AMIGA OCS/ECS,"swedish top 30 #2, swedish top 30 #4, Swedish top 30 #5, Swedish Top 30 2, Swedish Top 30 4, Swedish Top 30 5, Swedish Top 30 List 5",
Swedish Trader Chart Top 30,,,04.10.1992,19.12.1992,AMIGA OCS/ECS,"Swedish Trader Chart Top 30 2, Swedish Trader Chart Top 30 4, Swedish Trader-Chart Top 30 issue 3",
Swedish Traders,,,01.03.1992,01.04.1992,AMIGA OCS/ECS,"Swedish Traders April '92, Swedish Traders Issue Mars 92, Swedish Traders March '92",
Sweet,Russian,Russia,24.01.1997,24.01.1997,ZX Spectrum,Sweet #01,
Sweet Dreams,,,01.08.1991,01.04.1992,AMIGA OCS/ECS,"Sweet Dreams 1, Sweet Dreams 2",
Swierszczyk Charts,,,01.04.1994,01.04.1994,AMIGA OCS/ECS,Swierszczyk Charts 1,
Swing Review,,,06.09.1997,06.09.1997,MS-DOS,Swing Review,
Swiss Modem Chart,,,01.01.1992,06.09.1997,AMIGA OCS/ECS,"Swiss Modem Chart 1, Swiss Modem Chart 2, Swiss Modem Chart 3, Swiss Modem Chart 4, Swiss Modem Chart 6, Swiss Modem Charts 1 1994, Swiss Modem Charts 2 1994, Swiss Modem Charts 5, Swiss Modem Charts 7, Swiss Modem Charts 8",
Sword Of Honour Mini-Solve,,,17.05.1994,17.05.1994,MS-DOS,Sword Of Honour Mini-Solve,
Sygmapple I,,,17.02.1988,17.02.1988,APPLE II,Sygmapple I,
Sygmapple II,,,01.06.1988,01.06.1988,APPLE II,Sygmapple II,
Syndicate Docs,,,23.05.1993,23.05.1993,MS-DOS,Syndicate Docs,
Syndicate Net Diskmag,,,19.03.1996,19.03.1996,MS-DOS,Syndicate Net Diskmag,
Syntax Disk Magazine – PD Special Issue,,,19.03.1996,19.03.1996,ATARI ST/E,Syntax Disk Magazine – PD Special Issue,
Syntax Error,,,19.03.1996,01.05.1998,MS-DOS,Syntax Error 1,
Szpryca,,,09.11.1996,09.11.1996,AMIGA OCS/ECS,Szpryca 1,
TABBIG,,,01.01.1996,01.01.1996,AMIGA OCS/ECS,TABBIG 5,
Taboo,,,01.01.1996,01.01.2003,"AMIGA PPC/RTG, AMIGA AGA","Taboo 0, Taboo 1, Taboo 2, Taboo 3, Taboo 4, Taboo 5",
Tagan News,Russian,Russia,,,ZX Spectrum,,
Tainted,,,01.01.1992,01.02.1992,Commodore 64,Tainted #3,
Tales from Crypt,Russian,Belarus,12.01.1999,12.01.1999,ZX Spectrum,Tales from Crypt #01,
Talk A Lot,English,,01.01.1993,31.12.2002,Commodore 64,"Talk a Lot #1, Talk a Lot #2, Talk a Lot #3, Talk a Lot #4, Talk A Lot 5",
Talk a Lot Preview,English,,01.01.1993,01.01.1993,Commodore 64,Talk a Lot Preview,
Talktime,,,31.12.2002,31.12.2002,AMIGA OCS/ECS,Talktime 1,
Tankard,,,01.07.1997,31.12.2002,MS-DOS,", Tankard 2, Tankard 3, Tankard 4",
TAP.MAG,,,01.02.2000,10.12.2000,"MS-DOS, WINDOWS","TAP.MAG #1, TAP.MAG #2, TAP.MAG #3, TAP.MAG #4, TAP.MAG #5",
TAQ Magazine Volume 001,,,01.01.1993,01.01.1993,Commodore 64,TAQ Magazine Volume 001,
TargeT,Russian,Belarus,12.06.1999,30.03.2006,ZX Spectrum,"TargeT #01, TargeT #02, TargeT #03, TargeT #04, TargeT #05, TargeT #06, TargeT #07, TargeT #08, TargeT #09, TargeT #10, TargeT #11, TargeT #12, TargeT #Bonus",
TCE,,,01.09.1992,01.09.1992,MS-DOS,TCE #1,
Tech Talk,,,01.04.1989,30.05.1990,AMIGA OCS/ECS,"Tech Talk #1, Tech Talk #2, Tech Talk #4",
Techno,English,,01.01.1996,01.01.1996,Commodore 64,Techno 64 #2 (1996 08)( ),
Technocratic Times (Techtimes),,,30.07.1989,01.01.1990,AMIGA OCS/ECS,"Technocratic Times (Techtimes) Issue 3, Technocratic Times 1, Technocratic Times 2, Technocratic Times 3",
Tega,,,01.01.1993,01.01.1993,Commodore 64,Tega #1 [polish],
Tele 64,,,01.01.1992,01.01.1992,Commodore 64,Tele 64,
Teleconf. ZX-Net,Russian,Russia,05.04.1996,05.04.1996,ZX Spectrum,Teleconf. ZX-Net #09,
Telesfor,,,01.01.1994,01.07.1995,AMIGA OCS/ECS,"Telesfor 3, Telesfor 4",
Teleshow,Russian,Russia,,,ZX Spectrum,"Teleshow #01, Teleshow #02, Teleshow #03, Teleshow #04, Teleshow #05",
Tempest 2000 Review,,,21.01.1995,21.01.1995,MS-DOS,Tempest 2000 Review,
Ten Pin Alley Review,,,30.04.1997,30.04.1997,MS-DOS,Ten Pin Alley Review,
TEO Drive,,,01.01.1991,30.04.1997,THOMSON,"TEO Drive #1, TEO Drive #2, TEO Drive #3, TEO Drive #4",
Tequila Charts,,,08.02.1994,30.04.1997,AMIGA OCS/ECS,"Tequila Charts 1, Tequila Charts 10, Tequila Charts 11, Tequila Charts 2, Tequila Charts 5, Tequila Charts 7, Tequila Charts 8, Tequila Charts 9",
Tequilla Chart,,,01.07.1995,01.07.1995,AMIGA OCS/ECS,Tequilla Chart #11,
Terbium Issue,,,27.06.1994,04.09.1995,MS-DOS,"Terbium Issue #1, Terbium Issue #2, Terbium Issue #3, Terbium Issue #4, Terbium Issue #5",
Terminal,Russian,Russia,25.06.1996,28.01.1998,ZX Spectrum,"Terminal #02, Terminal #03",
Terminator 2 Arcade Review,,,30.11.1993,30.11.1993,MS-DOS,Terminator 2 Arcade Review,
Terracide Review,,,23.06.1997,23.06.1997,MS-DOS,Terracide Review,
Terror News,,,23.06.1997,23.06.1997,MS-DOS,Terror News #79,
Test Drive Off-Road Review,,,22.03.1997,22.03.1997,MS-DOS,Test Drive Off-Road Review,
Testament,,,01.01.1994,01.01.1994,AMIGA OCS/ECS,"Testament 1, Testament 2",
Testimony of the Ancients,English,,01.01.1994,26.07.1996,MS-DOS,"Testimony of the Ancients, Testimony of the Ancients #1",
TFC-Bill(dutch),,,,,AMIGA OCS/ECS,"TFC-Bill 3 (dutch), TFC-Bill 4 (dutch), TFC-Bill 6 (dutch)",
TGIP Games Monthly magazine,,,18.01.2001,18.01.2001,MS-DOS,TGIP Games Monthly magazine #1,
The Addams Fanz,,,01.09.1992,01.09.1993,AMSTRAD CPC,"The Addams Fanz #1, The Addams Fanz #2",
The Addy Corner,,,01.01.1991,01.06.1992,Commodore 64,"The Addy Corner #1, The Addy Corner #2, The Addy Corner #3, The Addy Corner #4, The Addy Corner #5",
The Adventure Guide,,,,,Commodore 64,The Adventure Guide,
The Adventures Of Lomax Review,,,28.05.1997,28.05.1997,MS-DOS,The Adventures Of Lomax Review,
The Almighty,,,01.04.1993,30.01.1994,AMIGA OCS/ECS,The Almighty 1,
The B.O.S. Diskzine,,,20.09.1995,20.09.1995,ATARI ST/E,"The B.O.S. Diskzine 1, The B.O.S. Diskzine 2",
The Bad Tongue,,,01.01.1987,01.01.1992,AMIGA OCS/ECS,"The Bad Tongue 0, The Bad Tongue 4, The Bad Tongue 5, The Bad Tongue 6, The Bad Tongue 9",
The Bad Tongue 11 - Special Issue,,,01.01.1990,01.01.1990,AMIGA OCS/ECS,The Bad Tongue 11 - Special Issue,
The Bad Tongue 8 - Special Issue,,,01.01.1990,01.01.1990,AMIGA OCS/ECS,The Bad Tongue 8 - Special Issue,
the bad tongue special  smau,,,01.11.1992,01.11.1992,AMIGA OCS/ECS,the bad tongue special issue smau 92,
The BBS Listings Magazine October Edition,,,01.01.1990,01.01.1990,Commodore 64,The BBS Listings Magazine October Edition,
The Beast,,,01.05.1997,01.01.2003,WINDOWS,"The Beast #1, The Beast #2, The Beast #3, The Beast #4",
The Beergarden,,,01.01.1995,01.06.2003,Commodore 64,"The Beergarden #10 (Fixed), The Beergarden 1, The Beergarden 10, The Beergarden 2, The Beergarden 3, The Beergarden 4, The Beergarden 5, The Beergarden 6, The Beergarden 7, The Beergarden 8, The Beergarden 9",
