issue,title,platform,group,release,release_converted,link,download_links,external_download_links
Mouse Magazine #1,Mouse Magazine,Commodore 64,Caution,1 January 1994,01.01.1994,https://csdb.dk//release/?id=17654,http://csdb.dk/getinternalfile.php/5945/mouse_1.d64,http://ftp.pokefinder.org/index.php?s=Mouse%20Magazine%201&sourceid=csdb
Mouse Magazine #2,Mouse Magazine,Commodore 64,Caution,1994,01.01.1994,https://csdb.dk//release/?id=17653,http://csdb.dk/getinternalfile.php/5944/mouse_02.d64,http://ftp.pokefinder.org/index.php?s=Mouse%20Magazine%202&sourceid=csdb
Mouse Magazine #3,Mouse Magazine,Commodore 64,Caution,1995,01.01.1995,https://csdb.dk//release/?id=13837,http://csdb.dk/getinternalfile.php/2636/mouse_3.d64,http://ftp.pokefinder.org/index.php?s=Mouse%20Magazine%203&sourceid=csdb
Mouse Magazine #4,Mouse Magazine,Commodore 64,Caution,October 1995,01.10.1995,https://csdb.dk//release/?id=13838,http://csdb.dk/getinternalfile.php/2637/Mouse4.d64,http://ftp.pokefinder.org/index.php?s=Mouse%20Magazine%204&sourceid=csdb
"Mouse Magazyn #1, Magazine Number 1, Mouse #01 [polish]",Mouse,Commodore 64,,June 1992,01.06.1992,https://csdb.dk//release/?id=232233,https://csdb.dk/getinternalfile.php/245225/Mouse-01-polish.d64,http://ftp.pokefinder.org/index.php?s=Mouse%2001%20polish&sourceid=csdb
Mozkit #1,Mozkit,Commodore 64,Anubis,1999,01.01.1999,https://csdb.dk//release/?id=7136,http://csdb.dk/getinternalfile.php/2957/MOZKIT1.D64,http://ftp.pokefinder.org/index.php?s=Mozkit%201&sourceid=csdb
Mutilated #1,Mutilated,Commodore 64,The Second Ring,1993,01.01.1993,https://csdb.dk//release/?id=100196,http://csdb.dk/getinternalfile.php/97670/1048a.d64,http://ftp.pokefinder.org/index.php?s=Mutilated%201&sourceid=csdb
Mystic Review #1,Mystic Review,Commodore 64,Mystic,1991,01.01.1991,https://csdb.dk//release/?id=6128,http://csdb.dk/getinternalfile.php/37366/MYSTIC_REVEIW#01.T64,http://ftp.pokefinder.org/index.php?s=Mystic%20Review%201&sourceid=csdb
Narcotic #1,Narcotic,Commodore 64,Slash Design,August 1993,01.08.1993,https://csdb.dk//release/?id=3029,"ftp://ftp.scs-trc.net/pub/c64/Magazines/Narcotic/Narcotic_01.zip, http://csdb.dk/getinternalfile.php/97/001.d64",http://ftp.pokefinder.org/index.php?s=Narcotic%201&sourceid=csdb
Narcotic #2,Narcotic,Commodore 64,Slash Design,24 October 1993,24.10.1993,https://csdb.dk//release/?id=3030,"ftp://ftp.scs-trc.net/pub/c64/Magazines/Narcotic/Narcotic_02.zip, http://csdb.dk/getinternalfile.php/98/002.d64",http://ftp.pokefinder.org/index.php?s=Narcotic%202&sourceid=csdb
Narcotic #3,Narcotic,Commodore 64,Slash Design,1 April 1994,01.04.1994,https://csdb.dk//release/?id=3032,http://csdb.dk/getinternalfile.php/100/79narco3.d64,http://ftp.pokefinder.org/index.php?s=Narcotic%203&sourceid=csdb
Necropsy #1,Necropsy,Commodore 64,Pentagram,July 1997,01.07.1997,https://csdb.dk//release/?id=5362,"ftp://ftp.scs-trc.net/pub/c64/Magazines/Necropsy/Necropsy_01.zip, http://csdb.dk/getinternalfile.php/64562/Necropsy_01.zip",http://ftp.pokefinder.org/index.php?s=Necropsy%201&sourceid=csdb
Necropsy #2,Necropsy,Commodore 64,Pentagram,March 1998,01.03.1998,https://csdb.dk//release/?id=5363,"ftp://ftp.scs-trc.net/pub/c64/Magazines/Necropsy/Necropsy_02.zip, http://csdb.dk/getinternalfile.php/64563/Necropsy_02.zip",http://ftp.pokefinder.org/index.php?s=Necropsy%202&sourceid=csdb
Network #1,Network,Commodore 64,Comic Pirates,September 1992,01.09.1992,https://csdb.dk//release/?id=5117,"http://csdb.dk/getinternalfile.php/60481/Network_01.zip, http://csdb.dk/getinternalfile.php/78341/0094b.d64",http://ftp.pokefinder.org/index.php?s=Network%201&sourceid=csdb
Network #2,Network,Commodore 64,Comic Pirates,October 1992,01.10.1992,https://csdb.dk//release/?id=5654,http://csdb.dk/getinternalfile.php/2242/NETWORK2.D64,http://ftp.pokefinder.org/index.php?s=Network%202&sourceid=csdb
Network #3,Network,Commodore 64,Comic Pirates,November 1992,01.11.1992,https://csdb.dk//release/?id=5655,http://csdb.dk/getinternalfile.php/60657/Network_03.zip,http://ftp.pokefinder.org/index.php?s=Network%203&sourceid=csdb
Network #4,Network,Commodore 64,Comic Pirates,February 1993,01.02.1993,https://csdb.dk//release/?id=5115,http://csdb.dk/getinternalfile.php/2243/NETWORK4.D64,http://ftp.pokefinder.org/index.php?s=Network%204&sourceid=csdb
Network #5,Network,Commodore 64,Comic Pirates,May 1993,01.05.1993,https://csdb.dk//release/?id=5656,http://csdb.dk/getinternalfile.php/60658/Network_05.zip,http://ftp.pokefinder.org/index.php?s=Network%205&sourceid=csdb
Network #6,Network,Commodore 64,Comic Pirates,July 1993,01.07.1993,https://csdb.dk//release/?id=5657,http://csdb.dk/getinternalfile.php/2244/NETWORK6.D64,http://ftp.pokefinder.org/index.php?s=Network%206&sourceid=csdb
