title,platform,country,country_translated,city,city_translated,language,releases,releases_converted,date_start,date_end,issues,link,download_link
Speccy,ZX Spectrum,Россия,Russia,Челябинск,Chelyabinsk,Russian,"31 декабря 1996, 31 августа 1996, 30 апреля 1996, 29 февраля 1996, 31 декабря 1995, 31 октября 1995, 30 сентября 1995","30.09.1995, 31.10.1995, 31.12.1995, 29.02.1996, 30.04.1996, 31.08.1996, 31.12.1996",30.09.1995,31.12.1996,"Speccy #01, Speccy #02, Speccy #03, Speccy #04, Speccy #05, Speccy #06, Speccy #07",https://zxpress.ru/issue.php?id=199,https://zxpress.ru/d.php?id=199
Speccy Life,ZX Spectrum,Россия,Russia,Екатеринбург,Ekaterinburg,Russian,19 октября 1998,19.10.1998,19.10.1998,19.10.1998,Speccy Life #01,https://zxpress.ru/issue.php?id=200,https://zxpress.ru/d.php?id=200
SpecInfo,ZX Spectrum,Латвия,Latvia,Рига,Riga,,"26 октября 1999, 31 января 1998, 18 октября 1997, 23 сентября 1997, 28 августа 1997","28.08.1997, 23.09.1997, 18.10.1997, 31.01.1998, 26.10.1999",28.08.1997,26.10.1999,"SpecInfo #01, SpecInfo #02, SpecInfo #03, SpecInfo #04, SpecInfo #05",https://zxpress.ru/issue.php?id=201,https://zxpress.ru/d.php?id=201
Spectrofon,ZX Spectrum,Россия,Russia,Москва,Moscow,Russian,"20 июля 1997, 20 июля 1997, 04 декабря 1996, 11 октября 1996, 31 марта 1996, 22 марта 1996, 01 февраля 1996, 20 декабря 1995, 04 октября 1995, 23 августа 1995, 12 мая 1995, 24 марта 1995, 23 февраля 1995, 02 февраля 1995, 30 сентября 1994, 31 июля 1994, 30 июня 1994, 31 мая 1994, 30 апреля 1994, 31 марта 1994, 28 февраля 1994, 31 января 1994, 31 декабря 1993, 30 ноября 1993","30.11.1993, 31.12.1993, 31.01.1994, 28.02.1994, 31.03.1994, 30.04.1994, 31.05.1994, 30.06.1994, 31.07.1994, 30.09.1994, 02.02.1995, 23.02.1995, 24.03.1995, 12.05.1995, 23.08.1995, 04.10.1995, 20.12.1995, 01.02.1996, 22.03.1996, 31.03.1996, 11.10.1996, 04.12.1996, 20.07.1997, 20.07.1997",30.11.1993,20.07.1997,"Spectrofon #00, Spectrofon #01, Spectrofon #02, Spectrofon #03, Spectrofon #04, Spectrofon #05, Spectrofon #06, Spectrofon #07, Spectrofon #08, Spectrofon #09, Spectrofon #10, Spectrofon #11, Spectrofon #12, Spectrofon #13, Spectrofon #14, Spectrofon #15, Spectrofon #16, Spectrofon #17, Spectrofon #18, Spectrofon #19, Spectrofon #20, Spectrofon #21, Spectrofon #22, Spectrofon #23",https://zxpress.ru/issue.php?id=202,https://zxpress.ru/d.php?id=202
Spectrofun,ZX Spectrum,Россия,Russia,Одинцово,Odintsovo,Russian,"30 июня 1997, 31 мая 1997, 31 марта 1997","31.03.1997, 31.05.1997, 30.06.1997",31.03.1997,30.06.1997,"Spectrofun #01, Spectrofun #02, Spectrofun #03",https://zxpress.ru/issue.php?id=300,https://zxpress.ru/d.php?id=300
Spectron,ZX Spectrum,Россия,Russia,Новосибирск,Novosibirsk,Russian,31 декабря 1994,31.12.1994,31.12.1994,31.12.1994,Spectron #01,https://zxpress.ru/issue.php?id=203,https://zxpress.ru/d.php?id=203
Spectrophoby,ZX Spectrum,Россия,Russia,Волжский,Volzhsky,Russian,"11 декабря 1996, 31 июля 1996, 08 марта 1996, 21 декабря 1995, 20 октября 1995, 17 августа 1995","17.08.1995, 20.10.1995, 21.12.1995, 08.03.1996, 31.07.1996, 11.12.1996",17.08.1995,11.12.1996,"Spectrophoby #01, Spectrophoby #02, Spectrophoby #03, Spectrophoby #04, Spectrophoby #05, Spectrophoby #06",https://zxpress.ru/issue.php?id=204,https://zxpress.ru/d.php?id=204
Spectrum Expert,ZX Spectrum,Россия,Russia,Санкт-Петербург,Saint Petersburg,Russian,"31 марта 1998, 31 октября 1997","31.10.1997, 31.03.1998",31.10.1997,31.03.1998,"Spectrum Expert #01, Spectrum Expert #02",https://zxpress.ru/issue.php?id=205,https://zxpress.ru/d.php?id=205
Spectrum Land,ZX Spectrum,Россия,Russia,Магадан,Magadan,Russian,31 октября 1996,31.10.1996,31.10.1996,31.10.1996,Spectrum Land #02,https://zxpress.ru/issue.php?id=206,https://zxpress.ru/d.php?id=206
Spectrum Magazine,ZX Spectrum,,,,,,,,,,,https://zxpress.ru/issue.php?id=312,https://zxpress.ru/d.php?id=312
Spectrum News,ZX Spectrum,Россия,Russia,Москва,Moscow,Russian,28 февраля 1993,28.02.1993,28.02.1993,28.02.1993,Spectrum News #01,https://zxpress.ru/issue.php?id=207,https://zxpress.ru/d.php?id=207
Spectrum Progress,ZX Spectrum,Россия,Russia,Санкт-Петербург,Saint Petersburg,Russian,"01 апреля 1998, 19 января 1997, 30 сентября 1996","30.09.1996, 19.01.1997, 01.04.1998",30.09.1996,01.04.1998,"Spectrum Progress #01, Spectrum Progress #02, Spectrum Progress #03",https://zxpress.ru/issue.php?id=208,https://zxpress.ru/d.php?id=208
Spectrumania,ZX Spectrum,Россия,Russia,Великий Новгород,Velikiy Novgorod,Russian,,,,,Spectrumania #01,https://zxpress.ru/issue.php?id=209,https://zxpress.ru/d.php?id=209
Spite,ZX Spectrum,Беларусь,Belarus,Гродно,Grodno,Russian,"08 ноября 1997, 10 сентября 1997, 10 сентября 1997","10.09.1997, 10.09.1997, 08.11.1997",10.09.1997,08.11.1997,"Spite #01, Spite #02, Spite #03",https://zxpress.ru/issue.php?id=210,https://zxpress.ru/d.php?id=210
Star,ZX Spectrum,Россия,Russia,Уфа,Ufa,Russian,"12 октября 1996, 30 августа 1996","30.08.1996, 12.10.1996",30.08.1996,12.10.1996,"Star #01, Star #02",https://zxpress.ru/issue.php?id=211,https://zxpress.ru/d.php?id=211
Stump,ZX Spectrum,Россия,Russia,Ульяновск,Ulyanovsk,Russian,"06 октября 1997, 05 сентября 1997, 22 августа 1997, 06 мая 1997","06.05.1997, 22.08.1997, 05.09.1997, 06.10.1997",06.05.1997,06.10.1997,"Stump #01, Stump #02, Stump #03, Stump #04",https://zxpress.ru/issue.php?id=212,https://zxpress.ru/d.php?id=212
Subliminal Extacy,ZX Spectrum,Великобритания,Great Britain,Вустершир,Worcestershire,,"01 апреля 2001, 01 января 1995, 01 января 1995, 01 января 1994","01.01.1994, 01.01.1995, 01.01.1995, 01.04.2001",01.01.1994,01.04.2001,"Subliminal Extacy #00, Subliminal Extacy #01, Subliminal Extacy #02, Subliminal Extacy #03",https://zxpress.ru/issue.php?id=213,https://zxpress.ru/d.php?id=213
Sweet,ZX Spectrum,Россия,Russia,Орёл,Eagle,Russian,24 января 1997,24.01.1997,24.01.1997,24.01.1997,Sweet #01,https://zxpress.ru/issue.php?id=214,https://zxpress.ru/d.php?id=214
Tagan News,ZX Spectrum,Россия,Russia,Таганрог,Taganrog,Russian,,,,,,https://zxpress.ru/issue.php?id=215,https://zxpress.ru/d.php?id=215
Tales from Crypt,ZX Spectrum,Беларусь,Belarus,Минск,Minsk,Russian,12 января 1999,12.01.1999,12.01.1999,12.01.1999,Tales from Crypt #01,https://zxpress.ru/issue.php?id=216,https://zxpress.ru/d.php?id=216
TargeT,ZX Spectrum,Беларусь,Belarus,Гродно,Grodno,Russian,"11 июня 2000, 30 марта 2006, 03 августа 2003, 01 марта 2002, 01 сентября 2001, 01 февраля 2001, 02 декабря 2000, 18 марта 2000, 27 августа 1999, 26 июня 1999, 16 июня 1999, 15 июня 1999, 12 июня 1999","12.06.1999, 15.06.1999, 16.06.1999, 26.06.1999, 27.08.1999, 18.03.2000, 11.06.2000, 02.12.2000, 01.02.2001, 01.09.2001, 01.03.2002, 03.08.2003, 30.03.2006",12.06.1999,30.03.2006,"TargeT #01, TargeT #02, TargeT #03, TargeT #04, TargeT #05, TargeT #06, TargeT #07, TargeT #08, TargeT #09, TargeT #10, TargeT #11, TargeT #12, TargeT #Bonus",https://zxpress.ru/issue.php?id=217,https://zxpress.ru/d.php?id=217
Teleconf. ZX-Net,ZX Spectrum,Россия,Russia,Москва,Moscow,Russian,05 апреля 1996,05.04.1996,05.04.1996,05.04.1996,Teleconf. ZX-Net #09,https://zxpress.ru/issue.php?id=218,https://zxpress.ru/d.php?id=218
Teleshow,ZX Spectrum,Россия,Russia,Новосибирск,Novosibirsk,Russian,,,,,"Teleshow #01, Teleshow #02, Teleshow #03, Teleshow #04, Teleshow #05",https://zxpress.ru/issue.php?id=219,https://zxpress.ru/d.php?id=219
Terminal,ZX Spectrum,Россия,Russia,Киров,Kirov,Russian,"28 января 1998, 25 июня 1996","25.06.1996, 28.01.1998",25.06.1996,28.01.1998,"Terminal #02, Terminal #03",https://zxpress.ru/issue.php?id=220,https://zxpress.ru/d.php?id=220
Think,ZX Spectrum,Россия,Russia,Волгодонск,Volgodonsk,Russian,"30 августа 2000, 04 августа 2000, 08 мая 2000, 18 марта 2000, 03 января 2000, 24 декабря 1999, 06 ноября 1999, 05 ноября 1999, 03 октября 1999, 30 августа 1999, 28 августа 1999, 25 августа 1999, 23 августа 1999, 21 августа 1999, 17 августа 1999, 14 августа 1999, 12 августа 1999, 09 августа 1999, 24 июля 1999, 09 июля 1999, 05 июня 1999, 18 мая 1999, 10 апреля 1999, 31 января 1999, 10 января 1999, 30 декабря 1998, 29 августа 1998, 19 августа 1998, 17 августа 1998, 15 августа 1998, 09 августа 1998, 01 августа 1998, 28 июля 1998, 25 июля 1998, 23 июля 1998, 11 июля 1998, 04 июля 1998, 06 июня 1998, 31 мая 1998, 30 апреля 1998, 31 марта 1998, 08 марта 1998, 06 февраля 1998, 09 января 1998, 30 августа 1997, 23 августа 1997, 16 сентября 1997, 09 сентября 1997","23.08.1997, 30.08.1997, 09.09.1997, 16.09.1997, 09.01.1998, 06.02.1998, 08.03.1998, 31.03.1998, 30.04.1998, 31.05.1998, 06.06.1998, 04.07.1998, 11.07.1998, 23.07.1998, 25.07.1998, 28.07.1998, 01.08.1998, 09.08.1998, 15.08.1998, 17.08.1998, 19.08.1998, 29.08.1998, 30.12.1998, 10.01.1999, 31.01.1999, 10.04.1999, 18.05.1999, 05.06.1999, 09.07.1999, 24.07.1999, 09.08.1999, 12.08.1999, 14.08.1999, 17.08.1999, 21.08.1999, 23.08.1999, 25.08.1999, 28.08.1999, 30.08.1999, 03.10.1999, 05.11.1999, 06.11.1999, 24.12.1999, 03.01.2000, 18.03.2000, 08.05.2000, 04.08.2000, 30.08.2000",23.08.1997,30.08.2000,"Think #01, Think #02, Think #03, Think #04, Think #05, Think #06, Think #07, Think #08, Think #09, Think #10, Think #11, Think #12, Think #13, Think #14, Think #15, Think #16, Think #17, Think #18, Think #19, Think #20, Think #21, Think #22, Think #23, Think #24, Think #25, Think #26, Think #27, Think #28, Think #29, Think #29.5, Think #30, Think #31, Think #32, Think #33, Think #34, Think #35, Think #36, Think #37, Think #38, Think #39, Think #40, Think #41, Think #42, Think #43, Think #44, Think #45, Think #46, Think #47",https://zxpress.ru/issue.php?id=221,https://zxpress.ru/d.php?id=221
Time,ZX Spectrum,Россия,Russia,Москва,Moscow,Russian,30 марта 1996,30.03.1996,30.03.1996,30.03.1996,Time #01,https://zxpress.ru/issue.php?id=222,https://zxpress.ru/d.php?id=222
Times,ZX Spectrum,Россия,Russia,Чайковский,Chaikovsky,Russian,,,,,,https://zxpress.ru/issue.php?id=223,https://zxpress.ru/d.php?id=223
Totoro,ZX Spectrum,Россия,Russia,Ковров,Kovrov,Russian,30 июня 2002,30.06.2002,30.06.2002,30.06.2002,"Totoro #01, Totoro #02",https://zxpress.ru/issue.php?id=224,https://zxpress.ru/d.php?id=224
Tusovka,ZX Spectrum,Россия,Russia,Москва,Moscow,Russian,"18 октября 1998, 15 августа 1998, 10 октября 1998, 08 августа 1998","08.08.1998, 15.08.1998, 10.10.1998, 18.10.1998",08.08.1998,18.10.1998,"Tusovka #0808, Tusovka #1010, Tusovka #1508, Tusovka #1710",https://zxpress.ru/issue.php?id=226,https://zxpress.ru/d.php?id=226
Tusovka,ZX Spectrum,Беларусь,Belarus,Гомель,Gomel,Russian,"22 мая 1999, 12 января 1998, 14 января 1999, 27 декабря 1998, 21 мая 1999","12.01.1998, 27.12.1998, 14.01.1999, 21.05.1999, 22.05.1999",12.01.1998,22.05.1999,"Tusovka #01, Tusovka #02, Tusovka #03, Tusovka #04, Tusovka #05",https://zxpress.ru/issue.php?id=225,https://zxpress.ru/d.php?id=225
Ufo,ZX Spectrum,Беларусь,Belarus,Минск,Minsk,Russian,,,,,"Ufo #01, Ufo #02, Ufo #03",https://zxpress.ru/issue.php?id=227,https://zxpress.ru/d.php?id=227
Ultimathum,ZX Spectrum,Россия,Russia,Ижевск,Izhevsk,Russian,"20 марта 2001, 01 января 2000","01.01.2000, 20.03.2001",01.01.2000,20.03.2001,"Ultimathum #01, Ultimathum #02",https://zxpress.ru/issue.php?id=228,https://zxpress.ru/d.php?id=228
Unsteady News,ZX Spectrum,Беларусь,Belarus,Бобруйск,Bobruisk,Russian,07 июля 1997,07.07.1997,07.07.1997,07.07.1997,Unsteady News #08,https://zxpress.ru/issue.php?id=229,https://zxpress.ru/d.php?id=229
Virtual World,ZX Spectrum,Россия,Russia,Ульяновск,Ulyanovsk,Russian,"27 декабря 1997, 06 декабря 1997, 22 ноября 1997, 08 ноября 1997, 25 октября 1997, 20 сентября 1997, 15 августа 1997, 08 августа 1997, 27 июня 1997, 19 июня 1997, 19 июня 1997, 31 мая 1997","31.05.1997, 19.06.1997, 19.06.1997, 27.06.1997, 08.08.1997, 15.08.1997, 20.09.1997, 25.10.1997, 08.11.1997, 22.11.1997, 06.12.1997, 27.12.1997",31.05.1997,27.12.1997,"Virtual World #01, Virtual World #02, Virtual World #03, Virtual World #04, Virtual World #06, Virtual World #07, Virtual World #08, Virtual World #09, Virtual World #10, Virtual World #11, Virtual World #12, Virtual World #14",https://zxpress.ru/issue.php?id=230,https://zxpress.ru/d.php?id=230
Virtual Worlds,ZX Spectrum,Россия,Russia,Дзержинск,Dzerzhinsk,Russian,31 декабря 1999,31.12.1999,31.12.1999,31.12.1999,Virtual Worlds #01,https://zxpress.ru/issue.php?id=231,https://zxpress.ru/d.php?id=231
Voxon`s Land,ZX Spectrum,Россия,Russia,Новосибирск,Novosibirsk,Russian,31 мая 1997,31.05.1997,31.05.1997,31.05.1997,Voxon`s Land #00,https://zxpress.ru/issue.php?id=232,https://zxpress.ru/d.php?id=232
Voyager,ZX Spectrum,Россия,Russia,Тула,Brick,Russian,"19 февраля 1999, 19 октября 1998, 19 октября 1998, 06 июля 1998, 14 марта 1998","14.03.1998, 06.07.1998, 19.10.1998, 19.10.1998, 19.02.1999",14.03.1998,19.02.1999,"Voyager #00, Voyager #01, Voyager #02, Voyager #03, Voyager #04",https://zxpress.ru/issue.php?id=233,https://zxpress.ru/d.php?id=233
Wallpaper,ZX Spectrum,Узбекистан,Uzbekistan,Ташкент,Tashkent,,"31 июля 2000, 06 ноября 1999, 30 ноября 1998, 30 сентября 1998, 31 июля 1998, 31 мая 1998, 31 мая 1998, 31 марта 1998","31.03.1998, 31.05.1998, 31.05.1998, 31.07.1998, 30.09.1998, 30.11.1998, 06.11.1999, 31.07.2000",31.03.1998,31.07.2000,"Wallpaper #01, Wallpaper #02, Wallpaper #03, Wallpaper #04, Wallpaper #05, Wallpaper #06, Wallpaper #07, Wallpaper #08",https://zxpress.ru/issue.php?id=234,https://zxpress.ru/d.php?id=234
Warez,ZX Spectrum,Россия,Russia,Челябинск,Chelyabinsk,Russian,,,,,"Warez #01, Warez #02, Warez #03",https://zxpress.ru/issue.php?id=235,https://zxpress.ru/d.php?id=235
WeekEnd,ZX Spectrum,Украина,Ukraine,Запорожье,Zaporozhye,Russian,,,,,"WeekEnd #01, WeekEnd #02, WeekEnd #03, WeekEnd #04, WeekEnd #05",https://zxpress.ru/issue.php?id=236,https://zxpress.ru/d.php?id=236
Welcome Press,ZX Spectrum,Россия,Russia,Санкт-Петербург,Saint Petersburg,Russian,"31 декабря 1995, 31 декабря 1994","31.12.1994, 31.12.1995",31.12.1994,31.12.1995,"Welcome Press #00, Welcome Press #01",https://zxpress.ru/issue.php?id=237,https://zxpress.ru/d.php?id=237
White Crow,ZX Spectrum,Украина,Ukraine,Запорожье,Zaporozhye,Russian,,,,,White Crow #01,https://zxpress.ru/issue.php?id=238,https://zxpress.ru/d.php?id=238
Wizard Net Page,ZX Spectrum,Россия,Russia,Санкт-Петербург,Saint Petersburg,Russian,09 февраля 1999,09.02.1999,09.02.1999,09.02.1999,Wizard Net Page #01,https://zxpress.ru/issue.php?id=239,https://zxpress.ru/d.php?id=239
Wizard News,ZX Spectrum,Россия,Russia,Санкт-Петербург,Saint Petersburg,Russian,,,,,Wizard News #01,https://zxpress.ru/issue.php?id=240,https://zxpress.ru/d.php?id=240
Woot!,ZX Spectrum,Великобритания,Great Britain,Лондон,London,,,,,,,https://zxpress.ru/issue.php?id=341,https://zxpress.ru/d.php?id=341
World in the Web,ZX Spectrum,Россия,Russia,Дзержинск,Dzerzhinsk,Russian,28 января 1999,28.01.1999,28.01.1999,28.01.1999,World in the Web #01,https://zxpress.ru/issue.php?id=241,https://zxpress.ru/d.php?id=241
X-Files,ZX Spectrum,Беларусь,Belarus,Минск,Minsk,Russian,01 февраля 1997,01.02.1997,01.02.1997,01.02.1997,X-Files #01,https://zxpress.ru/issue.php?id=243,https://zxpress.ru/d.php?id=243
X-Files,ZX Spectrum,Россия,Russia,Челябинск,Chelyabinsk,Russian,"31 марта 1998, 31 января 1997","31.01.1997, 31.03.1998",31.01.1997,31.03.1998,"X-Files #01, X-Files #02",https://zxpress.ru/issue.php?id=244,https://zxpress.ru/d.php?id=244
X-Magazine,ZX Spectrum,Чехия,Czech Republic,Malá Bystřice,Little Bystrica,,,,,,,https://zxpress.ru/issue.php?id=311,https://zxpress.ru/d.php?id=311
X-Ray,ZX Spectrum,Россия,Russia,Москва,Moscow,Russian,"25 августа 1997, 15 февраля 1997, 25 января 1997, 17 августа 1996","17.08.1996, 25.01.1997, 15.02.1997, 25.08.1997",17.08.1996,25.08.1997,"X-Ray #01, X-Ray #02, X-Ray #03, X-Ray #04",https://zxpress.ru/issue.php?id=245,https://zxpress.ru/d.php?id=245
Xa-XaFon,ZX Spectrum,Россия,Russia,Санкт-Петербург,Saint Petersburg,Russian,,,,,,https://zxpress.ru/issue.php?id=242,https://zxpress.ru/d.php?id=242
Za Rulem,ZX Spectrum,Россия,Russia,Новосибирск,Novosibirsk,Russian,"19 октября 2001, 09 сентября 2001","09.09.2001, 19.10.2001",09.09.2001,19.10.2001,"Za Rulem #00, Za Rulem #01, Za Rulem #02",https://zxpress.ru/issue.php?id=246,https://zxpress.ru/d.php?id=246
Zed,ZX Spectrum,Россия,Russia,Братск,Bratsk,Russian,31 декабря 1998,31.12.1998,31.12.1998,31.12.1998,Zed #01,https://zxpress.ru/issue.php?id=247,https://zxpress.ru/d.php?id=247
Zodiac,ZX Spectrum,Россия,Russia,Омск,Omsk,Russian,"31 марта 1999, 31 января 1999","31.01.1999, 31.03.1999",31.01.1999,31.03.1999,"Zodiac #01, Zodiac #02",https://zxpress.ru/issue.php?id=248,https://zxpress.ru/d.php?id=248
ZX Chart,ZX Spectrum,Россия,Russia,Ковров,Kovrov,Russian,"01 июля 2001, 01 октября 2000","01.10.2000, 01.07.2001",01.10.2000,01.07.2001,"ZX Chart #01, ZX Chart #02, ZX Chart #03",https://zxpress.ru/issue.php?id=249,https://zxpress.ru/d.php?id=249
ZX City,ZX Spectrum,Беларусь,Belarus,Мозырь,Mozyr,Russian,"06 августа 1999, 25 апреля 1999, 21 февраля 1999, 25 января 1999, 20 ноября 1998, 04 ноября 1998, 19 октября 1998, 13 октября 1998, 06 октября 1998, 22 сентября 1998, 01 сентября 1998","01.09.1998, 22.09.1998, 06.10.1998, 13.10.1998, 19.10.1998, 04.11.1998, 20.11.1998, 25.01.1999, 21.02.1999, 25.04.1999, 06.08.1999",01.09.1998,06.08.1999,"ZX City #01, ZX City #02, ZX City #03, ZX City #04, ZX City #05, ZX City #06, ZX City #07, ZX City #08, ZX City #09, ZX City #10, ZX City #11",https://zxpress.ru/issue.php?id=250,https://zxpress.ru/d.php?id=250
ZX Club,ZX Spectrum,Россия,Russia,Барнаул,Barnaul,Russian,"31 октября 1998, 31 мая 1998, 28 февраля 1998, 31 декабря 1997, 29 октября 1997, 16 сентября 1997, 16 сентября 1997, 31 августа 1997, 29 июля 1997","29.07.1997, 31.08.1997, 16.09.1997, 16.09.1997, 29.10.1997, 31.12.1997, 28.02.1998, 31.05.1998, 31.10.1998",29.07.1997,31.10.1998,"ZX Club #01, ZX Club #02, ZX Club #03, ZX Club #04, ZX Club #05, ZX Club #06, ZX Club #07, ZX Club #08, ZX Club #09",https://zxpress.ru/issue.php?id=251,https://zxpress.ru/d.php?id=251
ZX Digest,ZX Spectrum,Россия,Russia,Вологда,Vologda,Russian,"30 сентября 1995, 31 августа 1995","31.08.1995, 30.09.1995",31.08.1995,30.09.1995,"ZX Digest #01, ZX Digest #02",https://zxpress.ru/issue.php?id=252,https://zxpress.ru/d.php?id=252
ZX Doze,ZX Spectrum,Россия,Russia,Рязань,Ryazan,Russian,27 апреля 1997,27.04.1997,27.04.1997,27.04.1997,ZX Doze #01,https://zxpress.ru/issue.php?id=253,https://zxpress.ru/d.php?id=253
ZX Element,ZX Spectrum,Беларусь,Belarus,Минск,Minsk,Russian,"06 июня 1998, 17 ноября 1997","17.11.1997, 06.06.1998",17.11.1997,06.06.1998,"ZX Element #01, ZX Element #02",https://zxpress.ru/issue.php?id=254,https://zxpress.ru/d.php?id=254
ZX Ferrum,ZX Spectrum,Россия,Russia,Курск,Kursk,Russian,"27 февраля 2005, 26 апреля 2004, 07 февраля 2004, 09 января 2004","09.01.2004, 07.02.2004, 26.04.2004, 27.02.2005",09.01.2004,27.02.2005,"ZX Ferrum #00, ZX Ferrum #01, ZX Ferrum #02, ZX Ferrum #03",https://zxpress.ru/issue.php?id=255,https://zxpress.ru/d.php?id=255
ZX Football 2000,ZX Spectrum,Россия,Russia,Калининград,Kaliningrad,Russian,31 декабря 1999,31.12.1999,31.12.1999,31.12.1999,ZX Football 2000 #01,https://zxpress.ru/issue.php?id=256,https://zxpress.ru/d.php?id=256
ZX Format,ZX Spectrum,Россия,Russia,Санкт-Петербург,Saint Petersburg,Russian,"29 августа 1996, 31 декабря 1997, 05 декабря 1997, 29 июля 1997, 11 декабря 1996, 14 июня 1996, 29 февраля 1996, 30 ноября 1995, 31 октября 1995","31.10.1995, 30.11.1995, 29.02.1996, 14.06.1996, 29.08.1996, 11.12.1996, 29.07.1997, 05.12.1997, 31.12.1997",31.10.1995,31.12.1997,"ZX Format #01, ZX Format #02, ZX Format #03, ZX Format #04, ZX Format #05, ZX Format #06, ZX Format #07, ZX Format #08, ZX Format #4.5",https://zxpress.ru/issue.php?id=257,https://zxpress.ru/d.php?id=257
ZX Forum,ZX Spectrum,Россия,Russia,Москва,Moscow,Russian,19 ноября 1997,19.11.1997,19.11.1997,19.11.1997,ZX Forum #04,https://zxpress.ru/issue.php?id=258,https://zxpress.ru/d.php?id=258
ZX Guide,ZX Spectrum,Россия,Russia,Рязань,Ryazan,Russian,27 ноября 1998,27.11.1998,27.11.1998,27.11.1998,ZX Guide #01,https://zxpress.ru/issue.php?id=259,https://zxpress.ru/d.php?id=259
ZX Hard,ZX Spectrum,Россия,Russia,Краснодар,Krasnodar,Russian,"28 октября 1999, 06 мая 1999, 31 августа 1998","31.08.1998, 06.05.1999, 28.10.1999",31.08.1998,28.10.1999,"ZX Hard #00, ZX Hard #01, ZX Hard #02",https://zxpress.ru/issue.php?id=260,https://zxpress.ru/d.php?id=260
ZX Healthless,ZX Spectrum,Россия,Russia,Челябинск,Chelyabinsk,Russian,,,,,ZX Healthless #00,https://zxpress.ru/issue.php?id=261,https://zxpress.ru/d.php?id=261
ZX Humor,ZX Spectrum,Россия,Russia,Екатеринбург,Ekaterinburg,Russian,,,,,ZX Humor #03,https://zxpress.ru/issue.php?id=262,https://zxpress.ru/d.php?id=262
ZX Jump,ZX Spectrum,Беларусь,Belarus,Чаусы,Chausy,Russian,"29 августа 1999, 13 июня 1999, 10 марта 1999, 23 октября 1997","23.10.1997, 10.03.1999, 13.06.1999, 29.08.1999",23.10.1997,29.08.1999,"ZX Jump #01, ZX Jump #02, ZX Jump #03, ZX Jump #04",https://zxpress.ru/issue.php?id=263,https://zxpress.ru/d.php?id=263
ZX Konig,ZX Spectrum,Россия,Russia,Калининград,Kaliningrad,Russian,"31 декабря 1995, 30 апреля 1995, 31 декабря 1994, 31 декабря 1994","31.12.1994, 31.12.1994, 30.04.1995, 31.12.1995",31.12.1994,31.12.1995,"ZX Konig #01, ZX Konig #02, ZX Konig #03, ZX Konig #04",https://zxpress.ru/issue.php?id=264,https://zxpress.ru/d.php?id=264
ZX Land,ZX Spectrum,Польша,Poland,Любань,Luban,Polish,,,,,,https://zxpress.ru/issue.php?id=303,https://zxpress.ru/d.php?id=303
ZX Light,ZX Spectrum,Россия,Russia,Новосибирск,Novosibirsk,Russian,"20 сентября 1998, 17 мая 2000, 03 ноября 1999, 30 октября 1998, 08 сентября 1998, 10 августа 1998, 05 июля 1998, 09 июня 1998, 21 апреля 1998, 24 марта 1998, 22 февраля 1998, 10 января 1998, 18 декабря 1997","18.12.1997, 10.01.1998, 22.02.1998, 24.03.1998, 21.04.1998, 09.06.1998, 05.07.1998, 10.08.1998, 08.09.1998, 20.09.1998, 30.10.1998, 03.11.1999, 17.05.2000",18.12.1997,17.05.2000,"ZX Light #01, ZX Light #02, ZX Light #03, ZX Light #04, ZX Light #05, ZX Light #06, ZX Light #07, ZX Light #08, ZX Light #09, ZX Light #0A, ZX Light #0B, ZX Light #0C, ZX Light #9.5",https://zxpress.ru/issue.php?id=265,https://zxpress.ru/d.php?id=265
ZX Live,ZX Spectrum,Беларусь,Belarus,Гродно,Grodno,Russian,26 ноября 2009,26.11.2009,26.11.2009,26.11.2009,"ZX Live #02, ZX Live #03, ZX Live #04",https://zxpress.ru/issue.php?id=266,https://zxpress.ru/d.php?id=266
ZX Magazine,ZX Spectrum,Беларусь,Belarus,Гродно,Grodno,Russian,,,,,ZX Magazine #07,https://zxpress.ru/issue.php?id=267,https://zxpress.ru/d.php?id=267
ZX Magazine,ZX Spectrum,Россия,Russia,Москва,Moscow,Russian,"22 октября 1995, 08 октября 1995","08.10.1995, 22.10.1995",08.10.1995,22.10.1995,"ZX Magazine #01, ZX Magazine #02",https://zxpress.ru/issue.php?id=268,https://zxpress.ru/d.php?id=268
ZX News,ZX Spectrum,Украина,Ukraine,Луганск,Luhansk,Russian,"28 февраля 1997, 30 ноября 1996, 31 января 1995","31.01.1995, 30.11.1996, 28.02.1997",31.01.1995,28.02.1997,"ZX News #01, ZX News #02, ZX News #03",https://zxpress.ru/issue.php?id=270,https://zxpress.ru/d.php?id=270
ZX Panorama,ZX Spectrum,Россия,Russia,Ростов-на-Дону,Rostov-on-Don,Russian,01 ноября 1993,01.11.1993,01.11.1993,01.11.1993,ZX Panorama #01,https://zxpress.ru/issue.php?id=271,https://zxpress.ru/d.php?id=271
ZX Paper,ZX Spectrum,Россия,Russia,Санкт-Петербург,Saint Petersburg,Russian,,,,,ZX Paper #01,https://zxpress.ru/issue.php?id=272,https://zxpress.ru/d.php?id=272
